file_name,text,true_class,predicted_class
in_Society_2858082.txt,Science Meets Religion: Shroud of Turin Discussion of Shroud of Turin controversy from the perceived perspective of the Catholic Church. ,Science,Science
and_Supplies_2840160.txt,"Advent Design Custom engineering solutions and services in automation, product and machine design. ",Instruments,Technology
2791572.txt,"Star Maps Three high resolution star maps in .tif format for download. Tycho, Hipparcos and Yale bright star maps available. ",Astronomy,Astronomy
2814682.txt,Sesamum indicum Photograph of this plant and an illustration of its flower spike. ,Biology,Biology
2826541.txt,"Santorini and Patmos, Molecular Viewer and Screensaver Read XYZ or PDB files of atoms and display them in a 3-dimensional view on Windows PCs. ",Chemistry,Technology
2854481.txt,Topology and Physics An essay by C. Nash on the historical connection between topology and physics. ,Physics,Physics
2826302.txt,Schreiber Group Signal transduction pathways. PIK-related kinases and the histone deactylases (HDACs). ,Chemistry,Technology
in_Society_2857549.txt,Wikipedia: Forensic Science Online encyclopedia article describing the history and linking sub-divisions of forensics. ,Science,Science
2847245.txt,Introduction to Linear Logic Abstract and downloadable full text. By Torben BraÃÂ¼ner. ,Math,Math
2788272.txt,"100% Do It Yourself Equatorial table, hydraulic focusing system, stepper motor electronic controls, hydraulic drive, advice to build a telescope, and beginners corner. ",Astronomy,Astronomy
and_Supplies_2840731.txt,Datadisc Offers data logging software for science education. ,Instruments,Instruments
2822676.txt,AlyXan Manufacturer of compact and table-top FT-ICR mass spectrometer instruments including the B-TRAP1000. ,Chemistry,Chemistry
2853759.txt,How Lasers Works A tutorial from Livermore National Labs. ,Physics,Physics
2801337.txt,Pacific Halibut: Hippolglossus stenolepis Research project by Andrew Papendieck at the University of Wisconsin-LaCrosse. ,Biology,Biology
in_Society_2857926.txt,"U.S. Science Policy in the 21st Century Provides information about science policy books, newsletters, conferences, internships, fellowships, courses, degree programs and other related resources. ",Science,Science
2800017.txt,"Columba fasciata (Band-tailed Pigeon) Range, physical characteristics, and natural history. ",Biology,Biology
2881315.txt,"Wikipedia: Geothermal Power Free encyclopedia article describing the concept of geothermal power. Addresses technical aspects, type of sources, electrical generation and cost. ",Technology,Technology
2823763.txt,ChemGlobe: Bohrium Electronic data along with an isotope table and basic facts. ,Chemistry,Chemistry
Sciences_2868082.txt,"NovoDynamics Software company that develops high-performance Optical Character Recognition software for content management, forms processing and library digitization in Latin and Arabic scripts, including Farsi, Pashto, Urdu and Arabic OCR. ",Social,Physics
2814269.txt,Eucalyptus dalrympleana Image of bark. ,Biology,Biology
Sciences_2865355.txt,An Essay on the Principle of Population An essay written in 1798. ,Social,Social
and_Supplies_2841932.txt,"TOC HyVac Vacuum pumps, accessories, vacuum oil, and ancillary vacuum equipment. They also carry Bell Jars for medium vacuum. ",Instruments,Instruments
Sciences_2832573.txt,"Quaternary and Paleoclimate Research In the Department of Geoscience, University of Wisconsin-Madison. Studies of basic and applied problems in glacial geology, paleoclimatology, glaciology and paleocoeanography. ",Earth,Earth
2844509.txt,Journal of Economic Dynamics and Control Provides an outlet for publication of research concerning all theoretical and empirical aspects of economic dynamics and control as well as the development and use of computational methods in economics and finance. Tables of contents with abstracts; full text by subscription. ,Math,Social
2853981.txt,"Solar Cells Project undertaken by students at the Norwegian University of Science and Technology. Includes principles of operation of solar cells, photovoltaic effect, pn junctions, generation and recombination. ",Physics,Astronomy
Sciences_2868433.txt,Turfanforschung - Digitales Turfan-Archiv Edition of the Turkic and Iranian medieval manuscripts found in Turfan (in German); online images available. ,Social,Earth
2824453.txt,"LANL: Samarium Sources, properties, isotopes, and uses. ",Chemistry,Chemistry
2851742.txt,DEMETRA Free user-friendly interface to Tramo/Seats and X-12-Arima for automated applications and for detailed time series analysis. ,Math,Instruments
2787492.txt,Canadian Soil Information System Information on soil surveys and analysis but also on the Environmental Sustainablility of Canadian Agriculture. ,Agriculture,Agriculture
and_Supplies_2840312.txt,Vizicon Technologies Information Technology consulting company. ,Instruments,Biology
2823114.txt,"British Zeolite Association Promotes zeolite science in the UK. Information on the materials, news and events, and links to other resources. ",Chemistry,Technology
2846922.txt,Logic Programming in the LF Logical Framework (1991) Article by Frank Pfennig describing a logic programming language which serves as a proof search engine for LF. ,Math,Math
2787667.txt,Organic Trade Association The mission of the Organic Trade Association is to encourage global sustainability by promoting diverse organic trade ,Agriculture,Agriculture
2791275.txt,"Astrobiology Magazine: Meteors, Comets, and Asteroids Selected articles, usually with some connection to life on Earth or elsewhere in the solar system. ",Astronomy,Astronomy
2806163.txt,Helodium blandowii Photographic image. ,Biology,Biology
2825893.txt,"Lanthanide Luminescence Research on lanthanide luminescence, chemiluminescence and coordination chemistry. ",Chemistry,Chemistry
Sciences_2829936.txt,"Haiti 2010 Sahana Disaster Response Portal Features reports from relief organizations, situation map, and organization registry. ",Earth,Earth
2885873.txt,From Stargazers to Starships Features an easy to use high school level introduction to the basics of spaceflight. ,Technology,Astronomy
2786061.txt,"Fruit Crops: Tropical and Sub-Tropical Fruits Information from India on the cultural requirements, varieties and harvesting of bananas, mango, citrus, grape, guava, papaya, pineapple, pomegranate, avocado, cashew, jackfruit, loquat, mangosteen and litchi. ",Agriculture,Agriculture
2787091.txt,Living Soils Washington-based company provides organic plant nutrition advice to farmers and gardeners. Description of services and benefits obtained by clients. ,Agriculture,Agriculture
2856733.txt,"Vacuum Technology and Vacuum Coating Forum Discuss subjects about vacuum physics, vacuum and coating systems, evaporation coating and sputtering technology. ",Physics,Physics
2825569.txt,The World of Organocatalysis Important papers in the field of organocatalysis are reported and discussed. ,Chemistry,Physics
and_Supplies_2841706.txt,"ISS Fluorescence and Biomedical Instrumentation Manufacturer of fluorescence instrumentation, spectrofluorometers, photon counting spectrofluorometers, fluorescence correlation spectrometers, high pressure cells, and oximeters. ",Instruments,Instruments
2833285.txt,"Enviroware s.r.l. These consultants, located in Italy, provide a number of air dispersion models. Includes an online Gaussian dispersion model called Tox-Flam, for releases of inert buoyant pollutants into a mixing layer of a user-specified height. ",Environment,Math
2786045.txt,Fruits of Warm Climates Detailed descriptions of the fruits that grow in warmer and tropical climates. An online book. ,Agriculture,Agriculture
2811952.txt,"Diospyros whyteana Images, description, and cultivation in South Africa. ",Biology,Biology
2844201.txt,"Nonlinear Phenomena in Complex Systems An interdisciplinary journal covering computational, and theoretical aspects of phase transitions, critical phenomena, self-organization, bifurcations, chaos, fluctuation phenomena, pattern formation, fractals and complexity. ",Math,Physics
2825555.txt,"Luedtke, Nathan Includes CV, contact information and original publications. From Yale University, New Haven, CT. ",Chemistry,Chemistry
2786735.txt,"Plant Disease Central Detailed descriptions of crop diseases commonly occurring in the western corn belt. Crops covered include corn, sorghum, wheat, soybean, dry bean and sugar beet. University of Nebraska, Lincoln. ",Agriculture,Agriculture
2833889.txt,"Radon Supplies NA Distributor and manufacturer of radon mitigation supplies, fans, pipe accessories. ",Environment,Instruments
Sciences_2829929.txt,"USGS Response to an Urban Earthquake: Northridge '94 Reports, research data and statistics, publications, photographs, and other USGS materials on the January 17, 1994 Northridge, California earthquake. ",Earth,Earth
2835775.txt,Radiation Information Network Idaho State University site provides information on radiation and its effects and the professions of Radiation Protection. ,Environment,Environment
2824143.txt,LANL: Lutetium Basic information and history. ,Chemistry,Chemistry
2789490.txt,"Astro-Physics Inc. Telescopes, mounts and accessories for observers and astrophotographers. ",Astronomy,Astronomy
2854362.txt,The History of Neon Signs How the neon sign was conceived of and created. ,Physics,Social
Sciences_2871287.txt,AbsoluteWord Roadlingua Dictionary shell for handheld devices. ,Social,Instruments
2803394.txt,"South-eastern Lined Earless Dragon: Tympanocryptis pinguicolla Photograph and information on this endangered Australian species, its description, habitat, distribution, habits, biology and threats. ",Biology,Biology
Sciences_2873989.txt,"American Board of Sport Psychology Certification programs in Sport Psychology for Psychologists, Master's level practitioners and coaches. Features the Journal of the American Board of Sport Psychology and advocacy regarding the ethical practice of Sport Psychology. ",Social,Social
Sciences_2828013.txt,"Sediment Database of the U.S. Geological Survey (USGS) The site provides free, online access to a large database of daily suspended sediment values at 1593 measurement stations along rivers of the U.S.A.. ",Earth,Chemistry
2823382.txt,Chemie.DE An information service for the German chemistry community. It provides search engines for chemistry and various databases for chemical information. ,Chemistry,Chemistry
2825848.txt,Periodic Table of the Elements [Basic data] Interactive element data. Geared towards refractory materials which are covered in great detail. ,Chemistry,Chemistry
2850805.txt,"Grace A WYSIWYG 2D plotting tool for the X Window System and M*tif. Ports to other systems (including windows) are also available. Features overview, full documentation, and downloads. ",Math,Biology
2856303.txt,"Tunneling Addresses the phenomenon of quantum tunneling. Presents animations of the scattering of a particle from two-dimensional potential barriers and wells, as well as from barriers with slits. ",Physics,Physics
2843966.txt,"IHW 2001 4th Information Hiding Workshop. Pittsburgh, PA, USA; 25 -- 27 April 2001. ",Math,Math
2820005.txt,"StemCellDigest.Net Provides news on stem cell research, progress and applications and also information on companies involved in this area. ",Biology,Technology
2824218.txt,"ChemicalElements.com: Neon Basic information, atomic structure, and table of isotopes. ",Chemistry,Chemistry
2885023.txt,SafetyToyota.com Provides information on safety technology developed by Toyota. ,Technology,Biology
2786977.txt,"Rainwater Harvesting for Dry Land Agriculture Describes a pilot project in Syria where it was possible to identify areas suitable for water harvesting, using satellite imagery and data sets on topography, soil, vegetation, hydrology and meteorology. ",Agriculture,Agriculture
2786896.txt,"Cooper Mill Limited Wholesale suppliers of insect monitoring traps, pheromones and chemical control products for insect and vegetation management. ",Agriculture,Agriculture
2810413.txt,Saritaea magnifica General information and classification. ,Biology,Biology
2804584.txt,"MycenaPage The Mycena Page presents information about the Norwegian species of Mycena accompanied by a photograph of each species, and a key for identification. ",Biology,Biology
Sciences_2877100.txt,Promotional Materials Clearinghouse Archive of transit and transportation demand management marketing materials that facilitates sharing of ideas among public transportation professionals in the U.S. and Canada. ,Social,Social
2785663.txt,"Seymour River Fish Hatchery and Education Centre Raising Salmon and trout for sustaining stocks in the Seymour River, British Columbia. An educational facility for teaching people the importance of fish, habitat and environment. ",Agriculture,Biology
2879446.txt,"Web Dictionary of Cybernetics and Systems Online Dictionary for Cybernetics, Systems Science and Communication, a combination of the ASC Glossary, Krippendorff's Dictionary and Hornung's Glossary. ",Technology,Technology
2789903.txt,"Exploratorium Webcast: Eclipse 2001, the View from Zambia Animation and report on this event. ",Astronomy,Science
in_Society_2858128.txt,"Mike the Mad Biologist Mad rantings about politics, evolution and microbiology. ",Science,Biology
2823043.txt,"Kebby Industries, Inc. Manufacturer and supplier of vial crimpers and decappers, including both manual and pneumatic models, for sealing or removing aluminum caps on vials and bottles. Range, profile and contacts in Rockford, Illinois. ",Chemistry,Instruments
2786838.txt,History of Biological Pest Control Including specifics on the biological control of pests of medical and veterinary importance. The site is maintained by Dr. E. F. Legner. ,Agriculture,Agriculture
Sciences_2830183.txt,"Image Collection, Natural Disasters Images of Recent Natural Disasters from the Remote Sensing Lab. ",Earth,Biology
2816749.txt,"Centranthus ruber: Valerian A number of photographs of this species, both red and white. ",Biology,Biology
Sciences_2827138.txt,"Ambient Software Products to connect digital weather stations data to the internet, providing a real-time monitoring tool. ",Earth,Earth
Sciences_2859068.txt,"The Mayan Prophecies Overview of book by Adrian Gilbert and Maurice Cotterell, linkin sunspot cycles, Mayan myth, astrological tables, ancient Egypt and Atlantis. ",Social,Social
2854861.txt,W.J. Llope Research in relativistic heavy-ion collisions at the RHIC collider. ,Physics,Physics
2823663.txt,"Wikipedia: Aluminum Details the properties of the element, including its history, applications, and characteristics. ",Chemistry,Chemistry
2853729.txt,Scanning Electron Microscopy (SEM) Learn about the scanning electron microscope and its uses. ,Physics,Chemistry
2813832.txt,Cuphea ignea General information and classification. ,Biology,Biology
and_Supplies_2840869.txt,"Star Scientific Glass Co. Manufacturer and wholesale supplier of laboratory and industrial glassware, polypropylene ball valves and ptfe lined pipes. ",Instruments,Instruments
2786582.txt,"Nematode Management in Tomatoes, Peppers and Eggplant Information on nematodes which attack these crops, their biology and life history, symptoms, damage, field diagnosis and sampling, general management considerations, cultural practices and control. ",Agriculture,Agriculture
2817225.txt,"Campyloneurum phyllitidis Provides several large, clear images of this fern. ",Biology,Biology
2856596.txt,Chronos Shrugged: The World of Time Travel A brief tour of the world of time travel - from the myths and psychology to the science (including relativity). Also includes a bibliography and links. ,Physics,Physics
2785313.txt,"National Hay Association Organization for those involved in the production, sale and transport of forage products across the United States and the world. Provides news, events, history and membership details. ",Agriculture,Agriculture
2796167.txt,Center For Coastal Environmental Health and BiomolecularResearch The mission of the CCEHBR is to provide scientific information required to resolve coastal ecosystem health issues associated with the agency goals of the NOS. ,Biology,Environment
in_Society_2857745.txt,"Forensic Science Offers multi-disciplinary consultation services pertaining to the detection of primer gunshot residue by SEM/EDX. Includes The International Association for Microanalysis; a non-profit organization, maintained by scientist at the Bexar County Criminal Investigation Laboratory in San Antonio, Texas. ",Science,Science
2807102.txt,"Encephalartos heenanii General information, distribution and habitat. ",Biology,Biology
2818520.txt,"Evolutionary Genetics Research deals with the use of phylogenies to address questions in evolutionary biology and historical biogeography. Includes people, publications, and projects. Located at the Free University of Brussels . ",Biology,Social
in_Society_2858111.txt,"VIDEA conference abstract hoax Giberrish abstracts prepared and accepted for a technical conference on computer visualization, 1995. ",Science,Math
2843701.txt,Journal of Functional Analysis Academic Press. ,Math,Math
2847359.txt,"Slaman, Theodore A. University of California, Berkeley - Recursion theory. ",Math,Math
2854688.txt,Medical Physics Medical Physics is the scientific journal of the American Association of Physicists in Medicine. Calendar of Events in Medical Physics and Links to Abstracts of Articles available free. ,Physics,Physics
in_Society_2857981.txt,Mission: Critical Tutorial for critical thinking. ,Science,Science
in_Society_2857585.txt,"VIFM - DNA/Paternity Testing Services Government body offering tests for paternity, siblings, twins, coronial identification and immigration matters. Includes educational material about forensic biology at the Victorian Institute of Forensic Medicine, Melbourne, Australia. ",Science,Science
2852536.txt,"Physnet: The Physics Departments and Documents Network Serves information from physics departments and institutes worldwide: departmental information, locally stored documents, authoring tools, free access journals, jobs, conferences and education material. ",Physics,Physics
2848303.txt,"Boston, Nigel University of Wisconsin, Madison. Algebraic number theory, group theory, arithmetic geometry, computational algebra, coding theory, cryptography, and other applications of algebra to electrical engineering. Preprints, students, resources. ",Math,Math
2839368.txt,"Sam McCoy Engineering Sdn. Bhd. Specialists in the fields of pumping, water and wastewater treatment. Designs systems, supplies equipment and also manufactures headworks equipment for local and export markets. ",Environment,Environment
2823004.txt,PolyLC Distributors of liquid chromatography columns ,Chemistry,Chemistry
2786796.txt,"Victoria Wildlife Management Offers management of pest animals, native animals, the setting up and managing of wildlife reserves and zoo animal control in Victoria, Australia. ",Agriculture,Agriculture
in_Society_2858005.txt,"Wikipedia - Critical Thinking Hyperlinked encyclopedia entry includes an overview, concepts and principles, classroom applications, and effectiveness of instruction. ",Science,Math
2826192.txt,"Anales de Quimica - International Edition Publishes original research papers, short communications and reviews of scientific quality, concerning experimental and theoretical aspects of both classical and interdisciplinary branches of chemistry. ",Chemistry,Chemistry
2788810.txt,"The Northeast Florida Astronomical Society Located in Jacksonville and serves the Beaches, Orange Park, and Nassau County and provides observing information, forums, calendar, gallery, files, and resources. ",Astronomy,Astronomy
2850911.txt,FEMLAB - Multiphysics in MATLAB [commercial] A powerful interactive environment for modeling and solving scientific and engineering problems involving partial differential equations. ,Math,Math
2804095.txt,Introduction to Placozoa Information and a photograph of these strange organisms which have never been observed in their natural habitat. ,Biology,Biology
2852868.txt,"A Shifting Theory Of Gravity This theory proposes a physical mechanism for gravity - free gravitons randomly strike and are absorbed into a particle, which then expels other gravitons. Includes a paper describing the theory and a simulation program for download. ",Physics,Physics
and_Supplies_2841819.txt,"Gavula Engineering Offering thermal and space simulation systems. Full-service design engineering, repair, surplus equipment and bake outs. ",Instruments,Technology
2849159.txt,"Point Wizard Software to help decision makers prioritize, to make consistent decisions and for calibrating additive points systems, e.g., Health waiting lists. ",Math,Environment
2885575.txt,"fluidyn Software developed by Transoft International in the field of computational fluid dynamics, heat transfer, structural mechanics, environmental engineering and ground water pollution. ",Technology,Physics
2794079.txt,"New Jersey Center for Biomaterials Academic-based developer of innovative biomaterials for delivery of drugs, and tissue repair, and for future commercialization. Includes history, postdocoral training in tissue engineering, and events in Piscataway. ",Biology,Technology
2791182.txt,Captioned Mars Images at Malin Space Science Systems From the Mars Orbiter Camera aboard Mars Global Surveyor. ,Astronomy,Astronomy
Sciences_2827180.txt,"East Asian Monsoon Experiment EAMEX is undertaking two studies, the Summer Rainfall Experiment and the Winter Rainfall Experiment. ",Earth,Physics
2843123.txt,"Baylor University Department of Mathematics (Waco, TX). ",Math,Math
in_Society_2857694.txt,"House of Lords: Science and Technology: Fifth Report Legal aspects of digitally produced photographs, considered in 1998, by the Parliament of the UK. ",Science,Technology
2825403.txt,"NMR Course Basic concepts and explanation of 1, 2- and 3 dimensional NMR experiments; including a section on the commonly used 'building blocks' of pulse sequences. Nice diagrams and (shockwave) animation. ",Chemistry,Chemistry
Sciences_2858991.txt,"LaTrobe University Archaeology Department Offers undergraduate and postgraduate programs in archaeology. Courses, options, staff, major research projects. ",Social,Social
2838358.txt,Big City Small Footprints Provides information on the London guide to a sustainable life and a blog about liveing in a more principled and sustainable way. ,Environment,Environment
Sciences_2826612.txt,A Student's Guide to Climate Change This site is a directory for information and explanations pertaining to climate change and current research ,Earth,Environment
2788770.txt,"San Diego Astronomy Association Outreach, events, resources, merchandise, utilities, and telescope loaner utility page. ",Astronomy,Astronomy
Sciences_2829584.txt,"Physics and Application of Seismic Emission - PHASE Research in the physics of fluid induced microseismicity, to establish physical fundamentals for microseismic monitoring and to further develop the seismicity based reservoir characterization approach. ",Earth,Physics
2824082.txt,"USGS Minerals Information: Iron Statistics and information on the worldwide supply, demand, and flow of the element (PDF format). ",Chemistry,Chemistry
in_Society_2857571.txt,"Genetics in the Courtroom Articles written in 1997, facing genetics issues, from The Judges' Journal of the American Bar Association, Chicago, IL. ",Science,Science
2802069.txt,Golden State Images: Sea Otters Photography of sea otters taken in the wild along the southern California coast. ,Biology,Earth
2825886.txt,"Printable Periodic Table [Very basic data] Minimalist table that provides symbols, atomic numbers, and atomic weight with four significant figures. ",Chemistry,Chemistry
2786192.txt,"AustraliaÃ¢ÂÂs Most Delicious Bush Nut: Macademia Nuts Information on these nuts, their history, distribution, cultivation, nutritional benefits and uses. ",Agriculture,Biology
in_Society_2857570.txt,"DNA Forensics Comprehensive resource covering forensic identification, arising from the human genome project, discussing accuracies, potential applications and databases such as the Combined DNA Index System. Maintained at Oak Ridge, TN. ",Science,Science
2856415.txt,"Jillian's Guide to Black Holes An informal introduction to the different types of black holes, to what happens outside and inside such objects, and to how they can be detected; suitable for a general audience. Created by Jillian Bornak as the final project for a beginners' course on general relativity at Syracuse University in 2003. ",Physics,Physics
2785641.txt,"With a View to Fisheries About selected topics in freshwater fisheries management, including seine netting and its effects on fish, electrofishing, fish diseases, gill structure, and research on carp feeding habits. ",Agriculture,Agriculture
2884857.txt,American Fireworks News Information about recent events in fireworks. ,Technology,Environment
2807441.txt,"Lycopodiella caroliniana (L.) Pic.Serm. Taxonomic data, photographic image and mapped distribution from Atlas of Florida Vascular Plants. ",Biology,Biology
2880875.txt,Energy Saving Products and Management Provides information on how to save on your utility bills with little or no cost. ,Technology,Technology
2812153.txt,Euphorbia pulcherrima image ,Biology,Biology
Sciences_2875548.txt,"Social Capital Contains useful resources for researchers interested in social capital and in its relationship with economic development. The website is edited by Fabio Sabatini, of the University of Rome La Sapienza. ",Social,Social
2786390.txt,"Condiments and Spices: Ginger and Turmeric Information on growing these crops in India, the necessary climate and soil, rotation, cultivation, varieties, harvesting and curing the crop, and the expected yield. ",Agriculture,Agriculture
and_Supplies_2840606.txt,"Lab Systems Group Pty. Ltd Australian company specialising in the design, manufacture, installation and commissioning of laboratory and clean room equipment including fume cupboards, ductless fume cabinets, fans and associated equipment. ",Instruments,Instruments
2887044.txt,"Software Engineering and Standardisation Section, ESA Provides documentation, tools and project news from the spacecraft software section of the European Space Agency. ",Technology,Technology
Sciences_2831022.txt,Korea Maritime University Sited at Pusan ,Earth,Earth
2837873.txt,"Institute of Environmental Assessment, Inc. Offers consulting services from offices in Minnesota and Nebraska related to indoor air quality, asbestos and lead, and health and safety. ",Environment,Environment
Sciences_2827973.txt,Upham Beach Erosion Control Photographs and information on the coastal erosion on this beach in Florida. ,Earth,Agriculture
2797067.txt,"Leiobunum Exercise from Invertebrate Anatomy OnLine covering the systematics, classification, phylogeny and external anatomy of the harvestman. ",Biology,Biology
2851113.txt,(Greece) University of Piraeus Department of Statistics and Insurance Science. ,Math,Math
Sciences_2827553.txt,"Lyncole Industries, Inc. Designs, manufactures, and installs the originally patented XIT Grounding System. Some good information here on grounding for lightning protection. ",Earth,Earth
and_Supplies_2841519.txt,"Landauer Radiation dosimetry products and services to measure exposure to occupational and environmental radiation including X-ray, beta and gamma monitors, neutron badges, and radon gas detectors. ",Instruments,Environment
2835899.txt,"Dr. C. E. Schmidt Independent environmental consultant with experience developing project-specific technical approaches, directing applied research, managing programs including subcontractors, and marketing. Provides description of service, projects, publications and resume. ",Environment,Biology
in_Society_2857572.txt,"National Commission on the Future of DNA Evidence Site seeks to maximize the value of forensic DNA evidence in the criminal justice system. Transcripts, publications, programs and what's new from the NIJ, Washington, DC. ",Science,Science
in_Society_2858116.txt,All-Too-Common Dissent Political and scientific commentary on the creation/evolution/intelligent design debate. ,Science,Science
2844803.txt,Homepage of Kristian Gustavsson Weblog about the mathematical background of different sets and attractors in the complex plane. Includes downloadable generator and gallery. ,Math,Math
2843634.txt,"REDUCE Computer Algebra System Bibliography, documentation, available packages, online demonstrations and ordering information for versions from 3.8 onwards. ",Math,Math
Sciences_2832212.txt,"Allosaurus Information on this large carnivorous dinosaur, where fossils have been found, its classification and history. ",Earth,Earth
2882273.txt,"Chevrolet Volt Enthusiast's Forum Dedicated forum, news source, and blog for the new General Motors (GM) Chevrolet Volt concept electric car. ",Technology,Science
2817998.txt,"Alliance for Cancer Gene Therapy Raises and distributes funds for scientific research into the causes, treatment and prevention of all types of cancer, utilizing cells and genes as medicines. ",Biology,Environment
2785226.txt,"CPPRU - Cotton Production and Processing Research Unit USA. Government research organization, focused on developing and integrating basic knowledge and processing systems for stripper-harvested cotton. ",Agriculture,Agriculture
2879161.txt,"American Society of Civil Engineers (ASCE) Extensive information about the national civil engineering professional society. Features an overview of programs, events, and member services plus publications, educational resources, public policy information, and other member resources. ",Technology,Science
2805483.txt,Hymenochaetales Information from Wikipedia on this order of basidiomycete fungi. ,Biology,Biology
2838188.txt,Agroforestry.net Provides practitioner information and training in tropical agroforestry and forestry. ,Environment,Agriculture
2784395.txt,California State Beekeepers Association Organised in 1889 to serve the beekeeping industry of California ,Agriculture,Agriculture
2846757.txt,"The Geometer's Sketchpad Resource Center This Resource Center supports users of The Geometer's Sketchpad ""Dynamic Geometry"" software. Contents include a freely-downloadable demo and Java versions; research bibliography; online activity guide; technical support center. ",Math,Technology
2786046.txt,"New Jersey Commercial Tree Fruit Production Guide Online edition of a 133-page manual covering production of orchard fruit crops, compiled by Dr. Robert Belding of the Rutgers Cooperative Extension. ",Agriculture,Agriculture
Sciences_2827194.txt,"Convective Development Comprehensive site for storm chasers and weather enthusiasts, includes ""AlertMe"" -- downloadable software that warns instantly of warnings, watches and advisories. ",Earth,Earth
2791470.txt,Geophysical Institute - Aurora Forecast Daily during the winter. Summer has only forecasts when significant magnetic storms happen. ,Astronomy,Earth
and_Supplies_2842274.txt,Engineers Collaborative Industrial ventilation consulting engineering services for dust control and vapor control. ,Instruments,Environment
2825409.txt,"TROSY: PNAS -- Reprint (PDF) Version: Pervushin et al. 94 (23):12366 Attenuated T2 relaxation by mutual cancellation of dipole-dipole coupling and chemical shift anisotropy indicates an avenue to NMR structures of very large biological macromolecules in solution. By Konstantin Pervushin, Roland Riek, Gerhard Wider, and Kurt WÃÂ¼thrich ",Chemistry,Chemistry
2791537.txt,"The Solar Theory Section Offers studies of the causes of energetic and dynamic activity in the solar atmosphere, from the photosphere to the outer corona. ",Astronomy,Astronomy
Sciences_2830421.txt,"Avano Offers access to electronic resources about marine and aquatic sciences including aquaculture, fisheries, geosciences, biology and ecology. ",Earth,Earth
2790400.txt,"Scientific American News and feature articles (some free, some archived), space calendar, astronomy interactives, and book reviews. ",Astronomy,Astronomy
2822691.txt,"Mass Spec Analytical Ltd. Chemists specialising in trace detection of drugs and alcohol, using isotope ratio spectrometry, working with customs, defence and police from Bristol, England. ",Chemistry,Chemistry
in_Society_2857617.txt,"Genetica DNA Laboratories, Inc. Company which legally determines parentage identity from Cincinnati, OH. ",Science,Science
Sciences_2827756.txt,"Petrological Database of the Ocean Floor PetDB is a web-based data management system for geochemical and petrological sample-based data. On-line queries can be made by specifying location, expedition/cruise, sample characteristics, literature reference, or sought chemical value(s). ",Earth,Chemistry
2885500.txt,"Power Distribution Software Load flow, short circuit, energy auditing and GIS software for electric power distribution ",Technology,Technology
Sciences_2875296.txt,"The International Journal of Transpersonal Studies Journal dedicated to theory, research, practice and discourse providing an interdisciplinary approach to understanding human nature and the world around us. The journal is published twice a year and is available online without cost. ",Social,Social
2845633.txt,QELP Web Site Quantitative Environmental Learning Project (QELP) at Seattle Central Community College. Resources to integrate math and environmental science in college classrooms. ,Math,Environment
Sciences_2873381.txt,"Houghton Mifflin Textbook companion sites include interactive games, practice tests and exercises on thinking critically. ",Social,Social
2881138.txt,StarApex Picture collection of Wankel engines. ,Technology,Math
Sciences_2828765.txt,"Crystal World Fossils and Minerals Offers fossils, minerals, metaphysical items, healing stones, rocks, meteorites, jewellery, gift ideas, crystals and books. ",Earth,Earth
2817462.txt,The Intertidal Rocky Shore: Coralline Algae and Green Seaweed Photographs of about 6 species of encrusting varieties of red algae and about 10 of green seaweeds that grow around the coasts of New Zealand. ,Biology,Environment
and_Supplies_2841896.txt,"Materials Research Furnaces, Inc. Designs and manufactures a complete line of high-temperature, vacuum and controlled atmosphere furnaces for a wide range of applications. ",Instruments,Instruments
in_Society_2857870.txt,The Evolution Ashram Biologist examines evolution as a belief system and discusses the relationship between religion and evolution. ,Science,Science
2883555.txt,"Software Professionals, Inc. Software products for the HVAC, refrigeration, air conditioning, and training markets. ",Technology,Environment
2788412.txt,The Astrophoto's Directory Archive of astronomical images. ,Astronomy,Astronomy
2787580.txt,"Center for Micro Eco-Farming Promotes earth-regenerating and socially just mini-farming, with news, articles and resources for the micro eco-farming community. ",Agriculture,Agriculture
2836379.txt,"Patel Tonra Ltd. Environmental management consulting in waste management, environmental reporting and environmental liability assessment. Based in Ireland. ",Environment,Environment
2826072.txt,"Exaxol Corporation Sells certified inorganic standards and testing solutions for spectroscopy, chromatography, and wet chemistry, including pH buffers, conductivity standards, and reagents. ",Chemistry,Chemistry
2853594.txt,"Yahoo! Groups : Houston Area Physics Teachers (HAPT) Message board for Houston metro physics and physical science teachers (both high school and college level) to coordinate meetings, discuss topics, and share ideas. ",Physics,Physics
Sciences_2830224.txt,Etna Europe's most active volcano comes back to life. ,Earth,Physics
2884457.txt,"Laboratory for Thin Films Physics Studies size effects in phase transitions, structure and surface phenomena in condensed films of various materials. Includes research interests, people, publications, photo gallery and links. ",Technology,Physics
and_Supplies_2840805.txt,Pyromatics Corp. High purity molded fused quartz products for state of the art applications. ,Instruments,Instruments
in_Society_2857816.txt,"Dimery.com Articles and book reviews and links, looking at the engagement of science with religion, both historically and in the present. Concentrates primarily on Christianity but includes an article on science and Islam. ",Science,Science
Sciences_2874410.txt,MBTI Master Practitioner Credential Program The official program that recognizes those who seek to distinguish themselves by achieving an advanced level of knowledge related to psychological type and the Myers-Briggs Type Indicator instrument. ,Social,Math
Sciences_2861691.txt,"Crystal River Archaeological State Park Learn about the earliest Indian settlements of the Bedford Culture in Florida, and Yulee Sugar Mill Ruins State Historic Site. Provides a history of the area and photos. ",Social,Social
